variable,description,outcome_score,outcome_type,matching_keywords,is_binary,positive_rate,missing_pct,unique_count,quality_score,combined_score,eligible_for_label
var201181,Avg. Monthly Amount of ATM Transactions [Last 6 Months],0.0,none,,False,,0.042620826499827895,2413,1.0,0.0,False
var201182,Avg. Monthly Amount of ATM Transactions [Last 3 Months],0.0,none,,False,,0.042620826499827895,1206,1.0,0.0,False
var201183,Avg. Monthly Amount of ATM Transactions [Last 1 Month],0.0,none,,False,,0.042620826499827895,494,1.0,0.0,False
var201186,Avg. ATM Amount per Transaction [Lifetime],0.0,none,,False,,0.512199072668003,8077,0.7,0.0,False
var201187,Avg. ATM  Amount per Transaction [Last 12 Months],0.0,none,,False,,0.5719289720383082,6200,0.7,0.0,False
var201188,Avg. ATM  Amount per Transaction [Last 6 Months],0.0,none,,False,,0.7111907509769382,3425,0.7,0.0,False
var201189,Avg. ATM  Amount per Transaction [Last 3 Months],0.0,none,,False,,0.8361983437607564,1680,0.3,0.0,False
var201190,Avg. ATM Amount per Transaction [Last 1 Month],0.0,none,,False,,0.9353499767154629,650,0.3,0.0,False
var201200,No. of Cheques Returned [Lifetime],0.0,none,,False,,0.016380165623924355,51,1.0,0.0,False
var201201,No. of Cheques Returned [Last 12 Months],0.0,none,,False,,0.016380165623924355,46,1.0,0.0,False
var201202,No. of Cheques Returned [Last 6 Months],0.0,none,,False,,0.016380165623924355,27,1.0,0.0,False
var201203,No. of Cheques Returned [Last 3 Months],0.0,none,,False,,0.016380165623924355,15,1.0,0.0,False
var201204,No. of Cheques Returned [Last 1 Month],0.0,none,,False,,0.016380165623924355,5,1.0,0.0,False
var201207,Ratio of Debit Amount/Credit Amount [Lifetime],0.0,none,,False,,0.06398185830853025,1454,1.0,0.0,False
var201208,Ratio of Debit Amount/Credit Amount [Last 12 Months],0.0,none,,False,,0.10522586000931382,1472,1.0,0.0,False
var201209,Ratio of Debit Amount/Credit Amount [Last 6 Months],0.0,none,,False,,0.22737856607746665,1539,1.0,0.0,False
var201210,Ratio of Debit Amount/Credit Amount [Last 3 Months],0.0,none,,False,,0.3950069853611128,1692,1.0,0.0,False
var201211,Ratio of Debit Amount/Credit Amount [Last 1 Month],0.0,none,,False,,0.6520480268885784,1456,0.7,0.0,False
var201226,No. of NEFT/RTGS/IMPS Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,448,1.0,0.0,False
var201227,No. of NEFT/RTGS/IMPS Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,372,1.0,0.0,False
var201228,No. of NEFT/RTGS/IMPS Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,224,1.0,0.0,False
var201229,No. of NEFT/RTGS/IMPS Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,115,1.0,0.0,False
var201230,No. of NEFT/RTGS/IMPS Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,47,1.0,0.0,False
var201278,Primary Bank Account Name [Lifetime],0.0,none,,True,,0.05993237360545871,253,1.0,0.0,False
var201279,Primary Bank Account Number [Lifetime],0.0,none,,False,,0.06021583753467371,9840,1.0,0.0,False
var201280,Dictionary Containing Monthwise Amount of Income Calculated Using Bank Data,0.0,excluded,,True,,0.8668124481159772,6503,0.3,0.0,False
var201281,No. of  Salary Months [Last 6 Months],0.0,none,,False,,0.016380165623924355,7,1.0,0.0,False
var201282,Flag - Epfo Debit For Employer [Last 6 Months],0.0,none,,True,0.0002675998353231783,0.016380165623924355,2,1.0,0.0,False
var201283,Flag - Epfo Credit For Employee [Last 6 Months],0.0,none,,True,0.010312885961300948,0.016380165623924355,2,1.0,0.0,False
var201290,Avg. Monthly Surplus Amount [Lifetime],0.0,none,,False,,0.038733321184879224,46298,1.0,0.0,False
var201291,Bank Data Vintage [Lifetime],0.0,excluded,,False,,0.0360201664338213,1762,1.0,0.0,False
var201293,Salary Account Name [Last 6 Months],0.0,none,,True,,0.9111340581910952,73,0.3,0.0,False
var201294,Salary Account Number [Last 6 Months],0.0,none,,False,,0.9111340581910952,3351,0.3,0.0,False
var201307,Ratio of No. of Cheques Returned/No. of Cheque Transactions [Lifetime],0.0,none,,False,,0.7509161959140699,96,0.7,0.0,False
var201308,Ratio of No. of Cheques Returned/No. of Cheque Transactions [Last 12 Months],0.0,none,,False,,0.7841422179027718,92,0.7,0.0,False
var201309,Ratio of No. of Cheques Returned/No. of Cheque Transactions [Last 6 Months],0.0,none,,False,,0.8571949219461823,58,0.3,0.0,False
var201310,Ratio of No. of Cheques Returned/No. of Cheque Transactions [Last 3 Months],0.0,none,,False,,0.9223106359715726,41,0.3,0.0,False
var201311,Ratio of No. of Cheques Returned/No. of Cheque Transactions [Last 1 Month],0.0,none,,False,,0.9874061025734475,8,0.3,0.0,False
var201312,Salary Date [Last 6 Months],0.0,none,,False,,0.9111340581910952,31,0.3,0.0,False
var201313,Avg. Closing Balance in Last 7 Days of Salary Month,0.0,none,,False,,0.9121464293668631,4322,0.3,0.0,False
var201314,Amount of Last Closing Balance From Salary Month,0.0,none,,False,,0.9113972746967949,4296,0.3,0.0,False
var201315,Avg. Closing Balance [Last 7 Days],0.0,none,,False,,0.12330680920852821,42169,1.0,0.0,False
var201316,Amount of Last Closing Balance [Lifetime],0.0,none,,False,,0.038733321184879224,42085,1.0,0.0,False
var201317,Flag - House Rent Collected [Lifetime],0.0,none,,True,0.0006587072869493619,0.016380165623924355,2,1.0,0.0,False
var201318,Avg. Monthly Amount of House Rent Collected [Last 6 Months],0.0,none,,False,,0.9998380206118771,8,0.3,0.0,False
var201319,Avg. Monthly Amount of House Rent Collected [Last 12 Months],0.0,none,,False,,0.9995950515296929,19,0.3,0.0,False
var201320,Avg. Monthly Amount of House Rent Collected [Lifetime],0.0,none,,False,,0.9994735669886007,26,0.3,0.0,False
var201321,Avg. Monthly Amount of House Rent Paid [Last 6 Months],0.0,none,,True,,1.0,0,0.0,0.0,False
var201322,Avg. Monthly Amount of House Rent Paid [Last 12 Months],0.0,none,,False,,0.9999392577294539,3,0.3,0.0,False
var201323,Avg. Monthly Amount of House Rent Paid [Lifetime],0.0,none,,False,,0.9999392577294539,3,0.3,0.0,False
var201324,Flag - Crypto Transactions [Lifetime],0.0,none,,True,0.0075133799917661585,0.016380165623924355,2,1.0,0.0,False
var201325,Flag - Gambling Transactions [Lifetime],0.0,none,,True,0.16539728283244134,0.016380165623924355,2,1.0,0.0,False
var201326,Amount of Crypto Debit Transactions [Lifetime] ,0.0,none,,False,,0.016380165623924355,129,1.0,0.0,False
var201327,Amount of Crypto Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,109,1.0,0.0,False
var201328,Amount of Gambling Debit Transactions [Lifetime] ,0.0,none,,False,,0.016380165623924355,2844,1.0,0.0,False
var201329,Amount of Gambling Credit Transactions [Lifetime] ,0.0,none,,False,,0.016380165623924355,447,1.0,0.0,False
var201350,No. of UPI Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,1973,1.0,0.0,False
var201351,No. of UPI Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,1658,1.0,0.0,False
var201352,No. of UPI Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,1131,1.0,0.0,False
var201353,No. of UPI Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,715,1.0,0.0,False
var201354,No. of UPI Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,325,1.0,0.0,False
var201355,Amount of UPI Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,41288,1.0,0.0,False
var201356,Amount of UPI Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,39081,1.0,0.0,False
var201357,Amount of UPI Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,33001,1.0,0.0,False
var201358,Amount of UPI Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,25006,1.0,0.0,False
var201359,Amount of UPI Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,13104,1.0,0.0,False
var201360,No. of UPI Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,1094,1.0,0.0,False
var201361,No. of UPI Credit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,918,1.0,0.0,False
var201362,No. of UPI Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,648,1.0,0.0,False
var201363,No. of UPI Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,420,1.0,0.0,False
var201364,No. of UPI Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,198,1.0,0.0,False
var201365,Amount of UPI Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,32711,1.0,0.0,False
var201366,Amount of UPI Credit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,30176,1.0,0.0,False
var201367,Amount of UPI Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,23176,1.0,0.0,False
var201368,Amount of UPI Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,15746,1.0,0.0,False
var201369,Amount of UPI Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,7709,1.0,0.0,False
var201370,No. of Total (Credit+Debit) UPI Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,2369,1.0,0.0,False
var201371,No. of Total (Credit+Debit) UPI Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,2004,1.0,0.0,False
var201372,No. of Total (Credit+Debit) UPI Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,1352,1.0,0.0,False
var201373,No. of Total (Credit+Debit) UPI Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,869,1.0,0.0,False
var201374,No. of Total (Credit+Debit) UPI Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,398,1.0,0.0,False
var201375,Amount of Total (Credit+Debit) UPI Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,42346,1.0,0.0,False
var201376,Amount of Total (Credit+Debit) UPI Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,40171,1.0,0.0,False
var201377,Amount of Total (Credit+Debit) UPI Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,33966,1.0,0.0,False
var201378,Amount of Total (Credit+Debit) UPI Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,25940,1.0,0.0,False
var201379,Amount of Total (Credit+Debit) UPI Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,13802,1.0,0.0,False
var201380,No. of IMPS Debit Transactions [Lifetime] ,0.0,none,,False,,0.016380165623924355,323,1.0,0.0,False
var201381,No. of IMPS Debit Transactions In 12 Months,0.0,none,,False,,0.016380165623924355,273,1.0,0.0,False
var201382,No. of IMPS Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,159,1.0,0.0,False
var201383,No. of IMPS Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,91,1.0,0.0,False
var201384,No. of IMPS Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,42,1.0,0.0,False
var201385,Amount of IMPS Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,8849,1.0,0.0,False
var201386,Amount of IMPS Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,7484,1.0,0.0,False
var201387,Amount of IMPS Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,4405,1.0,0.0,False
var201388,Amount of IMPS Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,2240,1.0,0.0,False
var201389,Amount of IMPS Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,554,1.0,0.0,False
var201390,No. of IMPS Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,403,1.0,0.0,False
var201391,No. of IMPS Credit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,334,1.0,0.0,False
var201392,No. of IMPS Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,204,1.0,0.0,False
var201393,No. of IMPS Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,136,1.0,0.0,False
var201394,No. of IMPS Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,68,1.0,0.0,False
var201395,Amount of IMPS Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,19046,1.0,0.0,False
var201396,Amount of IMPS Credit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,16723,1.0,0.0,False
var201397,Amount of IMPS Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,11079,1.0,0.0,False
var201398,Amount of IMPS Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,6701,1.0,0.0,False
var201399,Amount of IMPS Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,2658,1.0,0.0,False
var201400,Amount of Credit NEFT/RTGS/IMPS Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,4504,1.0,0.0,False
var201401,Amount of Credit NEFT/RTGS/IMPS Transactions [Between 30-60 Days],0.0,none,,False,,0.016380165623924355,6932,1.0,0.0,False
var201402,Amount of Credit NEFT/RTGS/IMPS Transactions [Between 60-90 Days],0.0,none,,False,,0.016380165623924355,8536,1.0,0.0,False
var201403,Amount of Phonepe Credit Transactions [Last 1 Month],0.0,excluded,,False,,0.016380165623924355,322,1.0,0.0,False
var201404,Amount of Phonepe Credit Transactions [Last 3 Months],0.0,excluded,,False,,0.016380165623924355,882,1.0,0.0,False
var201405,Amount of Phonepe Credit Transactions [Last 6 Months],0.0,excluded,,False,,0.016380165623924355,1646,1.0,0.0,False
var201406,Amount of Phonepe Debit Transactions [Last 1 Month],0.0,excluded,,False,,0.016380165623924355,698,1.0,0.0,False
var201407,Amount of Phonepe Debit Transactions [Last 3 Months],0.0,excluded,,False,,0.016380165623924355,2220,1.0,0.0,False
var201408,Amount of Phonepe Debit Transactions [Last 6 Months],0.0,excluded,,False,,0.016380165623924355,4089,1.0,0.0,False
var201409,Amount of Paytm Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,38,1.0,0.0,False
var201410,Amount of Paytm Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,86,1.0,0.0,False
var201411,Amount of Paytm Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,129,1.0,0.0,False
var201412,Amount of Paytm Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,2115,1.0,0.0,False
var201413,Amount of Paytm Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,4309,1.0,0.0,False
var201414,Amount of Paytm Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,6591,1.0,0.0,False
var201415,Amount of Bharatpe Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,40,1.0,0.0,False
var201416,Amount of Bharatpe Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,110,1.0,0.0,False
var201417,Amount of Bharatpe Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,174,1.0,0.0,False
var201418,Amount of Bharatpe Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,629,1.0,0.0,False
var201419,Amount of Bharatpe Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,1353,1.0,0.0,False
var201420,Amount of Bharatpe Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,2156,1.0,0.0,False
var201421,No. of Phonepe Credit Transactions [Last 1 Month],0.0,excluded,,False,,0.016380165623924355,35,1.0,0.0,False
var201422,No. of Phonepe Credit Transactions [Last 3 Months],0.0,excluded,,False,,0.016380165623924355,72,1.0,0.0,False
var201423,No. of Phonepe Credit Transactions [Last 6 Months],0.0,excluded,,False,,0.016380165623924355,122,1.0,0.0,False
var201424,No. of Phonepe Debit Transactions [Last 1 Month],0.0,excluded,,False,,0.016380165623924355,23,1.0,0.0,False
var201425,No. of Phonepe Debit Transactions [Last 3 Months],0.0,excluded,,False,,0.016380165623924355,50,1.0,0.0,False
var201426,No. of Phonepe Debit Transactions [Last 6 Months],0.0,excluded,,False,,0.016380165623924355,98,1.0,0.0,False
var201427,No. of Paytm Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,9,1.0,0.0,False
var201428,No. of Paytm Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,16,1.0,0.0,False
var201429,No. of Paytm Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,17,1.0,0.0,False
var201430,No. of Paytm Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,106,1.0,0.0,False
var201431,No. of Paytm Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,208,1.0,0.0,False
var201432,No. of Paytm Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,314,1.0,0.0,False
var201433,No. of Bharatpe Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,11,1.0,0.0,False
var201434,No. of Bharatpe Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,19,1.0,0.0,False
var201435,No. of Bharatpe Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,30,1.0,0.0,False
var201436,No. of Bharatpe Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,37,1.0,0.0,False
var201437,No. of Bharatpe Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,73,1.0,0.0,False
var201438,No. of Bharatpe Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,109,1.0,0.0,False
var201439,No. of ATM Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,172,1.0,0.0,False
var201440,No. of ATM Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,132,1.0,0.0,False
var201441,No. of ATM Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,90,1.0,0.0,False
var201442,No. of ATM Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,57,1.0,0.0,False
var201443,No. of ATM Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,34,1.0,0.0,False
var201444,Amount of ATM Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,6983,1.0,0.0,False
var201445,Amount of ATM Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,5482,1.0,0.0,False
var201446,Amount of ATM Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,3204,1.0,0.0,False
var201447,Amount of ATM Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,1722,1.0,0.0,False
var201448,Amount of ATM Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,728,1.0,0.0,False
var201449,No. of ATM Credit Transactions [Lifetime],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201450,No. of ATM Credit Transactions [Last 12 Months],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201451,No. of ATM Credit Transactions [Last 6 Months],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201452,No. of ATM Credit Transactions [Last 3 Months],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201453,No. of ATM Credit Transactions [Last 1 Month],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201454,Amount of ATM Credit Transactions [Lifetime],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201455,Amount of ATM Credit Transactions [Last 12 Months],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201456,Amount of ATM Credit Transactions [Last 6 Months],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201457,Amount of ATM Credit Transactions [Last 3 Months],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201458,Amount of ATM Credit Transactions [Last 1 Month],0.0,none,,True,0.0,0.016380165623924355,1,0.0,0.0,False
var201469,No. of Cheque Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,143,1.0,0.0,False
var201470,No. of Cheque Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,121,1.0,0.0,False
var201471,No. of Cheque Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,75,1.0,0.0,False
var201472,No. of Cheque Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,36,1.0,0.0,False
var201473,No. of Cheque Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,10,1.0,0.0,False
var201474,Amount of Cheque Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,2818,1.0,0.0,False
var201475,Amount of Cheque Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,2276,1.0,0.0,False
var201476,Amount of Cheque Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,1211,1.0,0.0,False
var201477,Amount of Cheque Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,586,1.0,0.0,False
var201478,Amount of Cheque Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,96,1.0,0.0,False
var201479,No. of Cheque Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,283,1.0,0.0,False
var201480,No. of Cheque Credit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,229,1.0,0.0,False
var201481,No. of Cheque Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,135,1.0,0.0,False
var201482,No. of Cheque Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,67,1.0,0.0,False
var201483,No. of Cheque Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,15,1.0,0.0,False
var201484,Amount of Cheque Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,8159,1.0,0.0,False
var201485,Amount of Cheque Credit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,7098,1.0,0.0,False
var201486,Amount of Cheque Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,4836,1.0,0.0,False
var201487,Amount of Cheque Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,2679,1.0,0.0,False
var201488,Amount of Cheque Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,451,1.0,0.0,False
var201489,No. of Total (Credit+Debit) Cheque Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,306,1.0,0.0,False
var201490,No. of Total (Credit+Debit) Cheque Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,253,1.0,0.0,False
var201491,No. of Total (Credit+Debit) Cheque Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,143,1.0,0.0,False
var201492,No. of Total (Credit+Debit) Cheque Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,72,1.0,0.0,False
var201493,No. of Total (Credit+Debit) Cheque Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,19,1.0,0.0,False
var201494,Amount of Total (Credit+Debit) Cheque Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,9662,1.0,0.0,False
var201495,Amount of Total (Credit+Debit) Cheque Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,8350,1.0,0.0,False
var201496,Amount of Total (Credit+Debit) Cheque Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,5508,1.0,0.0,False
var201497,Amount of Total (Credit+Debit) Cheque Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,3022,1.0,0.0,False
var201498,Amount of Total (Credit+Debit) Cheque Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,512,1.0,0.0,False
var201499,No. of Debit Card Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,214,1.0,0.0,False
var201500,No. of Debit Card Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,171,1.0,0.0,False
var201501,No. of Debit Card Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,121,1.0,0.0,False
var201502,No. of Debit Card Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,82,1.0,0.0,False
var201503,No. of Debit Card Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,48,1.0,0.0,False
var201504,Amount of Debit Card Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,10366,1.0,0.0,False
var201505,Amount of Debit Card Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,7724,1.0,0.0,False
var201506,Amount of Debit Card Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,4420,1.0,0.0,False
var201507,Amount of Debit Card Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,2329,1.0,0.0,False
var201508,Amount of Debit Card Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,943,1.0,0.0,False
var201509,No. of Debit Card Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,68,1.0,0.0,False
var201510,No. of Debit Card Credit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,65,1.0,0.0,False
var201511,No. of Debit Card Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,51,1.0,0.0,False
var201512,No. of Debit Card Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,39,1.0,0.0,False
var201513,No. of Debit Card Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,23,1.0,0.0,False
var201514,Amount of Debit Card Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,287,1.0,0.0,False
var201515,Amount of Debit Card Credit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,246,1.0,0.0,False
var201516,Amount of Debit Card Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,153,1.0,0.0,False
var201517,Amount of Debit Card Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,101,1.0,0.0,False
var201518,Amount of Debit Card Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,57,1.0,0.0,False
var201529,No. of INFT Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,107,1.0,0.0,False
var201530,No. of INFT Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,85,1.0,0.0,False
var201531,No. of INFT Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,55,1.0,0.0,False
var201532,No. of INFT Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,24,1.0,0.0,False
var201533,No. of INFT Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,4,1.0,0.0,False
var201534,Amount of INFT Debit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,1364,1.0,0.0,False
var201535,Amount of INFT Debit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,1143,1.0,0.0,False
var201536,Amount of INFT Debit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,669,1.0,0.0,False
var201537,Amount of INFT Debit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,320,1.0,0.0,False
var201538,Amount of INFT Debit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,23,1.0,0.0,False
var201539,No. of INFT Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,99,1.0,0.0,False
var201540,No. of INFT Credit Transactions [Last 12 Months],0.0,none,,False,,0.016380165623924355,81,1.0,0.0,False
var201541,No. of INFT Credit Transactions [Last 6 Months],0.0,none,,False,,0.016380165623924355,51,1.0,0.0,False
var201542,No. of INFT Credit Transactions [Last 3 Months],0.0,none,,False,,0.016380165623924355,22,1.0,0.0,False
var201543,No. of INFT Credit Transactions [Last 1 Month],0.0,none,,False,,0.016380165623924355,4,1.0,0.0,False
var201544,Amount of INFT Credit Transactions [Lifetime],0.0,none,,False,,0.016380165623924355,1270,1.0,0.0,False
